"cell_id","surface_id","row_id","capability_id","gates","evidence_requirement","provider_support","provider_evidence","hulee_implementation","automated_evidence","live_evidence","limitation_ids","condition","backlog_tasks","last_verified"
"whatsapp_user_session.private_jid::media.image.receive","whatsapp_user_session.private_jid","MEDIA-IMAGE-IN","media.image.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","RIK observed private images for all three; no Hulee or group proof.","INB2-DMX-002|INB2-MSG-003|INB2-WA-001","2026-07-10"
"whatsapp_user_session.group_jid::media.image.receive","whatsapp_user_session.group_jid","MEDIA-IMAGE-IN","media.image.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","RIK observed private images for all three; no Hulee or group proof.","INB2-DMX-002|INB2-MSG-003|INB2-WA-001","2026-07-10"
"max_user_session.private_peer::media.image.receive","max_user_session.private_peer","MEDIA-IMAGE-IN","media.image.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","RIK observed private images for all three; no Hulee or group proof.","INB2-DMX-002|INB2-MAX-001|INB2-MSG-003","2026-07-10"
"max_user_session.group::media.image.receive","max_user_session.group","MEDIA-IMAGE-IN","media.image.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","RIK observed private images for all three; no Hulee or group proof.","INB2-DMX-002|INB2-MAX-001|INB2-MSG-003","2026-07-10"
"telegram_user_session.private_peer::media.image.send","telegram_user_session.private_peer","MEDIA-IMAGE-OUT","media.image.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","RIK MAX outbound gap is implementation/smoke evidence, not a proven provider limitation.","INB2-DMX-002|INB2-MSG-003|INB2-TG-002|INB2-TG-004","2026-07-10"
"telegram_user_session.group::media.image.send","telegram_user_session.group","MEDIA-IMAGE-OUT","media.image.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","RIK MAX outbound gap is implementation/smoke evidence, not a proven provider limitation.","INB2-DMX-002|INB2-MSG-003|INB2-TG-003|INB2-TG-004","2026-07-10"
"whatsapp_user_session.private_jid::media.image.send","whatsapp_user_session.private_jid","MEDIA-IMAGE-OUT","media.image.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","RIK MAX outbound gap is implementation/smoke evidence, not a proven provider limitation.","INB2-DMX-002|INB2-MSG-003|INB2-WA-001","2026-07-10"
"whatsapp_user_session.group_jid::media.image.send","whatsapp_user_session.group_jid","MEDIA-IMAGE-OUT","media.image.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","RIK MAX outbound gap is implementation/smoke evidence, not a proven provider limitation.","INB2-DMX-002|INB2-MSG-003|INB2-WA-001","2026-07-10"
"max_user_session.private_peer::media.image.send","max_user_session.private_peer","MEDIA-IMAGE-OUT","media.image.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-MAX-OUTBOUND-MEDIA-001|LIM-PROVIDER-LEGAL-001","RIK MAX outbound gap is implementation/smoke evidence, not a proven provider limitation.","INB2-DMX-002|INB2-MAX-001|INB2-MSG-003","2026-07-10"
"max_user_session.group::media.image.send","max_user_session.group","MEDIA-IMAGE-OUT","media.image.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-MAX-OUTBOUND-MEDIA-001|LIM-PROVIDER-LEGAL-001","RIK MAX outbound gap is implementation/smoke evidence, not a proven provider limitation.","INB2-DMX-002|INB2-MAX-001|INB2-MSG-003","2026-07-10"
"telegram_user_session.private_peer::media.audio_voice.receive","telegram_user_session.private_peer","MEDIA-AUDIO-IN","media.audio_voice.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","MAX batch observations should become exact multipart fixtures.","INB2-DMX-002|INB2-MSG-003|INB2-TG-002|INB2-TG-004","2026-07-10"
"telegram_user_session.group::media.audio_voice.receive","telegram_user_session.group","MEDIA-AUDIO-IN","media.audio_voice.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","MAX batch observations should become exact multipart fixtures.","INB2-DMX-002|INB2-MSG-003|INB2-TG-003|INB2-TG-004","2026-07-10"
"whatsapp_user_session.private_jid::media.audio_voice.receive","whatsapp_user_session.private_jid","MEDIA-AUDIO-IN","media.audio_voice.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","MAX batch observations should become exact multipart fixtures.","INB2-DMX-002|INB2-MSG-003|INB2-WA-001","2026-07-10"
"whatsapp_user_session.group_jid::media.audio_voice.receive","whatsapp_user_session.group_jid","MEDIA-AUDIO-IN","media.audio_voice.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","MAX batch observations should become exact multipart fixtures.","INB2-DMX-002|INB2-MSG-003|INB2-WA-001","2026-07-10"
"max_user_session.private_peer::media.audio_voice.receive","max_user_session.private_peer","MEDIA-AUDIO-IN","media.audio_voice.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","MAX batch observations should become exact multipart fixtures.","INB2-DMX-002|INB2-MAX-001|INB2-MSG-003","2026-07-10"
"max_user_session.group::media.audio_voice.receive","max_user_session.group","MEDIA-AUDIO-IN","media.audio_voice.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","MAX batch observations should become exact multipart fixtures.","INB2-DMX-002|INB2-MAX-001|INB2-MSG-003","2026-07-10"
"telegram_user_session.private_peer::media.audio_voice.send","telegram_user_session.private_peer","MEDIA-AUDIO-OUT","media.audio_voice.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","RIK marks MAX private send partial and needing live smoke.","INB2-DMX-002|INB2-MSG-003|INB2-TG-002|INB2-TG-004","2026-07-10"
"telegram_user_session.group::media.audio_voice.send","telegram_user_session.group","MEDIA-AUDIO-OUT","media.audio_voice.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","RIK marks MAX private send partial and needing live smoke.","INB2-DMX-002|INB2-MSG-003|INB2-TG-003|INB2-TG-004","2026-07-10"
"whatsapp_user_session.private_jid::media.audio_voice.send","whatsapp_user_session.private_jid","MEDIA-AUDIO-OUT","media.audio_voice.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","RIK marks MAX private send partial and needing live smoke.","INB2-DMX-002|INB2-MSG-003|INB2-WA-001","2026-07-10"
"whatsapp_user_session.group_jid::media.audio_voice.send","whatsapp_user_session.group_jid","MEDIA-AUDIO-OUT","media.audio_voice.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","RIK marks MAX private send partial and needing live smoke.","INB2-DMX-002|INB2-MSG-003|INB2-WA-001","2026-07-10"
"max_user_session.private_peer::media.audio_voice.send","max_user_session.private_peer","MEDIA-AUDIO-OUT","media.audio_voice.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-MAX-OUTBOUND-MEDIA-001|LIM-PROVIDER-LEGAL-001","RIK marks MAX private send partial and needing live smoke.","INB2-DMX-002|INB2-MAX-001|INB2-MSG-003","2026-07-10"
"max_user_session.group::media.audio_voice.send","max_user_session.group","MEDIA-AUDIO-OUT","media.audio_voice.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-MAX-OUTBOUND-MEDIA-001|LIM-PROVIDER-LEGAL-001","RIK marks MAX private send partial and needing live smoke.","INB2-DMX-002|INB2-MAX-001|INB2-MSG-003","2026-07-10"
"telegram_user_session.private_peer::media.file_document.receive","telegram_user_session.private_peer","MEDIA-FILE-IN","media.file_document.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","Storage/materialization assertions and file authorization are required.","INB2-DMX-002|INB2-MSG-003|INB2-TG-002|INB2-TG-004","2026-07-10"
"telegram_user_session.group::media.file_document.receive","telegram_user_session.group","MEDIA-FILE-IN","media.file_document.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Storage/materialization assertions and file authorization are required.","INB2-DMX-002|INB2-MSG-003|INB2-TG-003|INB2-TG-004","2026-07-10"
"whatsapp_user_session.private_jid::media.file_document.receive","whatsapp_user_session.private_jid","MEDIA-FILE-IN","media.file_document.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","Storage/materialization assertions and file authorization are required.","INB2-DMX-002|INB2-MSG-003|INB2-WA-001","2026-07-10"
"whatsapp_user_session.group_jid::media.file_document.receive","whatsapp_user_session.group_jid","MEDIA-FILE-IN","media.file_document.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Storage/materialization assertions and file authorization are required.","INB2-DMX-002|INB2-MSG-003|INB2-WA-001","2026-07-10"
"max_user_session.private_peer::media.file_document.receive","max_user_session.private_peer","MEDIA-FILE-IN","media.file_document.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","Storage/materialization assertions and file authorization are required.","INB2-DMX-002|INB2-MAX-001|INB2-MSG-003","2026-07-10"
"max_user_session.group::media.file_document.receive","max_user_session.group","MEDIA-FILE-IN","media.file_document.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Storage/materialization assertions and file authorization are required.","INB2-DMX-002|INB2-MAX-001|INB2-MSG-003","2026-07-10"
"telegram_user_session.private_peer::media.file_document.send","telegram_user_session.private_peer","MEDIA-FILE-OUT","media.file_document.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","RIK marks MAX private send partial and needing live smoke.","INB2-DMX-002|INB2-MSG-003|INB2-TG-002|INB2-TG-004","2026-07-10"
"telegram_user_session.group::media.file_document.send","telegram_user_session.group","MEDIA-FILE-OUT","media.file_document.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","RIK marks MAX private send partial and needing live smoke.","INB2-DMX-002|INB2-MSG-003|INB2-TG-003|INB2-TG-004","2026-07-10"
"whatsapp_user_session.private_jid::media.file_document.send","whatsapp_user_session.private_jid","MEDIA-FILE-OUT","media.file_document.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","RIK marks MAX private send partial and needing live smoke.","INB2-DMX-002|INB2-MSG-003|INB2-WA-001","2026-07-10"
"whatsapp_user_session.group_jid::media.file_document.send","whatsapp_user_session.group_jid","MEDIA-FILE-OUT","media.file_document.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","RIK marks MAX private send partial and needing live smoke.","INB2-DMX-002|INB2-MSG-003|INB2-WA-001","2026-07-10"
"max_user_session.private_peer::media.file_document.send","max_user_session.private_peer","MEDIA-FILE-OUT","media.file_document.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-MAX-OUTBOUND-MEDIA-001|LIM-PROVIDER-LEGAL-001","RIK marks MAX private send partial and needing live smoke.","INB2-DMX-002|INB2-MAX-001|INB2-MSG-003","2026-07-10"
"max_user_session.group::media.file_document.send","max_user_session.group","MEDIA-FILE-OUT","media.file_document.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-MAX-OUTBOUND-MEDIA-001|LIM-PROVIDER-LEGAL-001","RIK marks MAX private send partial and needing live smoke.","INB2-DMX-002|INB2-MAX-001|INB2-MSG-003","2026-07-10"
"telegram_user_session.private_peer::media.regular_video.receive","telegram_user_session.private_peer","MEDIA-VIDEO-IN","media.regular_video.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","Regular video is absent from the RIK main table and appears only in MAX recheck instructions.","INB2-DMX-002|INB2-MSG-003|INB2-TG-002|INB2-TG-004","2026-07-10"
"telegram_user_session.group::media.regular_video.receive","telegram_user_session.group","MEDIA-VIDEO-IN","media.regular_video.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Regular video is absent from the RIK main table and appears only in MAX recheck instructions.","INB2-DMX-002|INB2-MSG-003|INB2-TG-003|INB2-TG-004","2026-07-10"
"whatsapp_user_session.private_jid::media.regular_video.receive","whatsapp_user_session.private_jid","MEDIA-VIDEO-IN","media.regular_video.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","Regular video is absent from the RIK main table and appears only in MAX recheck instructions.","INB2-DMX-002|INB2-MSG-003|INB2-WA-001","2026-07-10"
"whatsapp_user_session.group_jid::media.regular_video.receive","whatsapp_user_session.group_jid","MEDIA-VIDEO-IN","media.regular_video.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Regular video is absent from the RIK main table and appears only in MAX recheck instructions.","INB2-DMX-002|INB2-MSG-003|INB2-WA-001","2026-07-10"
"max_user_session.private_peer::media.regular_video.receive","max_user_session.private_peer","MEDIA-VIDEO-IN","media.regular_video.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","Regular video is absent from the RIK main table and appears only in MAX recheck instructions.","INB2-DMX-002|INB2-MAX-001|INB2-MSG-003","2026-07-10"
"max_user_session.group::media.regular_video.receive","max_user_session.group","MEDIA-VIDEO-IN","media.regular_video.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Regular video is absent from the RIK main table and appears only in MAX recheck instructions.","INB2-DMX-002|INB2-MAX-001|INB2-MSG-003","2026-07-10"
"telegram_user_session.private_peer::media.regular_video.send","telegram_user_session.private_peer","MEDIA-VIDEO-OUT","media.regular_video.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","No Hulee direct evidence; MAX needs explicit transport/live discovery.","INB2-DMX-002|INB2-MSG-003|INB2-TG-002|INB2-TG-004","2026-07-10"
"telegram_user_session.group::media.regular_video.send","telegram_user_session.group","MEDIA-VIDEO-OUT","media.regular_video.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","No Hulee direct evidence; MAX needs explicit transport/live discovery.","INB2-DMX-002|INB2-MSG-003|INB2-TG-003|INB2-TG-004","2026-07-10"
"whatsapp_user_session.private_jid::media.regular_video.send","whatsapp_user_session.private_jid","MEDIA-VIDEO-OUT","media.regular_video.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","No Hulee direct evidence; MAX needs explicit transport/live discovery.","INB2-DMX-002|INB2-MSG-003|INB2-WA-001","2026-07-10"
"whatsapp_user_session.group_jid::media.regular_video.send","whatsapp_user_session.group_jid","MEDIA-VIDEO-OUT","media.regular_video.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","No Hulee direct evidence; MAX needs explicit transport/live discovery.","INB2-DMX-002|INB2-MSG-003|INB2-WA-001","2026-07-10"
"max_user_session.private_peer::media.regular_video.send","max_user_session.private_peer","MEDIA-VIDEO-OUT","media.regular_video.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-MAX-OUTBOUND-MEDIA-001|LIM-PROVIDER-LEGAL-001","No Hulee direct evidence; MAX needs explicit transport/live discovery.","INB2-DMX-002|INB2-MAX-001|INB2-MSG-003","2026-07-10"
"max_user_session.group::media.regular_video.send","max_user_session.group","MEDIA-VIDEO-OUT","media.regular_video.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-MAX-OUTBOUND-MEDIA-001|LIM-PROVIDER-LEGAL-001","No Hulee direct evidence; MAX needs explicit transport/live discovery.","INB2-DMX-002|INB2-MAX-001|INB2-MSG-003","2026-07-10"
"telegram_user_session.private_peer::media.sticker.receive","telegram_user_session.private_peer","MEDIA-STICKER-IN","media.sticker.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","RIK combines directions; WA/MAX first-class normalization remains an adapter/product gap.","INB2-DMX-002|INB2-MSG-003|INB2-TG-002|INB2-TG-004","2026-07-10"
"telegram_user_session.group::media.sticker.receive","telegram_user_session.group","MEDIA-STICKER-IN","media.sticker.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","RIK combines directions; WA/MAX first-class normalization remains an adapter/product gap.","INB2-DMX-002|INB2-MSG-003|INB2-TG-003|INB2-TG-004","2026-07-10"
"whatsapp_user_session.private_jid::media.sticker.receive","whatsapp_user_session.private_jid","MEDIA-STICKER-IN","media.sticker.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001|LIM-SPECIAL-MEDIA-001","RIK combines directions; WA/MAX first-class normalization remains an adapter/product gap.","INB2-DMX-002|INB2-MSG-003|INB2-WA-001","2026-07-10"
"whatsapp_user_session.group_jid::media.sticker.receive","whatsapp_user_session.group_jid","MEDIA-STICKER-IN","media.sticker.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001|LIM-SPECIAL-MEDIA-001","RIK combines directions; WA/MAX first-class normalization remains an adapter/product gap.","INB2-DMX-002|INB2-MSG-003|INB2-WA-001","2026-07-10"
"max_user_session.private_peer::media.sticker.receive","max_user_session.private_peer","MEDIA-STICKER-IN","media.sticker.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001|LIM-SPECIAL-MEDIA-001","RIK combines directions; WA/MAX first-class normalization remains an adapter/product gap.","INB2-DMX-002|INB2-MAX-001|INB2-MSG-003","2026-07-10"
"max_user_session.group::media.sticker.receive","max_user_session.group","MEDIA-STICKER-IN","media.sticker.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001|LIM-SPECIAL-MEDIA-001","RIK combines directions; WA/MAX first-class normalization remains an adapter/product gap.","INB2-DMX-002|INB2-MAX-001|INB2-MSG-003","2026-07-10"
"telegram_user_session.private_peer::media.sticker.send","telegram_user_session.private_peer","MEDIA-STICKER-OUT","media.sticker.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","Unsupported send must fail closed or use an explicitly accepted fallback.","INB2-DMX-002|INB2-MSG-003|INB2-TG-002|INB2-TG-004","2026-07-10"
"telegram_user_session.group::media.sticker.send","telegram_user_session.group","MEDIA-STICKER-OUT","media.sticker.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Unsupported send must fail closed or use an explicitly accepted fallback.","INB2-DMX-002|INB2-MSG-003|INB2-TG-003|INB2-TG-004","2026-07-10"
"whatsapp_user_session.private_jid::media.sticker.send","whatsapp_user_session.private_jid","MEDIA-STICKER-OUT","media.sticker.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001|LIM-SPECIAL-MEDIA-001","Unsupported send must fail closed or use an explicitly accepted fallback.","INB2-DMX-002|INB2-MSG-003|INB2-WA-001","2026-07-10"
"whatsapp_user_session.group_jid::media.sticker.send","whatsapp_user_session.group_jid","MEDIA-STICKER-OUT","media.sticker.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001|LIM-SPECIAL-MEDIA-001","Unsupported send must fail closed or use an explicitly accepted fallback.","INB2-DMX-002|INB2-MSG-003|INB2-WA-001","2026-07-10"
"max_user_session.private_peer::media.sticker.send","max_user_session.private_peer","MEDIA-STICKER-OUT","media.sticker.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-MAX-OUTBOUND-MEDIA-001|LIM-PROVIDER-LEGAL-001|LIM-SPECIAL-MEDIA-001","Unsupported send must fail closed or use an explicitly accepted fallback.","INB2-DMX-002|INB2-MAX-001|INB2-MSG-003","2026-07-10"
"max_user_session.group::media.sticker.send","max_user_session.group","MEDIA-STICKER-OUT","media.sticker.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-MAX-OUTBOUND-MEDIA-001|LIM-PROVIDER-LEGAL-001|LIM-SPECIAL-MEDIA-001","Unsupported send must fail closed or use an explicitly accepted fallback.","INB2-DMX-002|INB2-MAX-001|INB2-MSG-003","2026-07-10"
"telegram_user_session.private_peer::media.video_note.receive","telegram_user_session.private_peer","MEDIA-VIDEO-NOTE-IN","media.video_note.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","Telegram video-note observations do not transfer; MAX quick-video may be non-downloadable.","INB2-DMX-002|INB2-MSG-003|INB2-TG-002|INB2-TG-004","2026-07-10"
"telegram_user_session.group::media.video_note.receive","telegram_user_session.group","MEDIA-VIDEO-NOTE-IN","media.video_note.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Telegram video-note observations do not transfer; MAX quick-video may be non-downloadable.","INB2-DMX-002|INB2-MSG-003|INB2-TG-003|INB2-TG-004","2026-07-10"
"whatsapp_user_session.private_jid::media.video_note.receive","whatsapp_user_session.private_jid","MEDIA-VIDEO-NOTE-IN","media.video_note.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001|LIM-SPECIAL-MEDIA-001","Telegram video-note observations do not transfer; MAX quick-video may be non-downloadable.","INB2-DMX-002|INB2-MSG-003|INB2-WA-001","2026-07-10"
"whatsapp_user_session.group_jid::media.video_note.receive","whatsapp_user_session.group_jid","MEDIA-VIDEO-NOTE-IN","media.video_note.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001|LIM-SPECIAL-MEDIA-001","Telegram video-note observations do not transfer; MAX quick-video may be non-downloadable.","INB2-DMX-002|INB2-MSG-003|INB2-WA-001","2026-07-10"
"max_user_session.private_peer::media.video_note.receive","max_user_session.private_peer","MEDIA-VIDEO-NOTE-IN","media.video_note.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001|LIM-SPECIAL-MEDIA-001","Telegram video-note observations do not transfer; MAX quick-video may be non-downloadable.","INB2-DMX-002|INB2-MAX-001|INB2-MSG-003","2026-07-10"
"max_user_session.group::media.video_note.receive","max_user_session.group","MEDIA-VIDEO-NOTE-IN","media.video_note.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001|LIM-SPECIAL-MEDIA-001","Telegram video-note observations do not transfer; MAX quick-video may be non-downloadable.","INB2-DMX-002|INB2-MAX-001|INB2-MSG-003","2026-07-10"
"telegram_user_session.private_peer::media.video_note.send","telegram_user_session.private_peer","MEDIA-VIDEO-NOTE-OUT","media.video_note.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","Provider-native support and fallback are separate per surface.","INB2-DMX-002|INB2-MSG-003|INB2-TG-002|INB2-TG-004","2026-07-10"
"telegram_user_session.group::media.video_note.send","telegram_user_session.group","MEDIA-VIDEO-NOTE-OUT","media.video_note.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Provider-native support and fallback are separate per surface.","INB2-DMX-002|INB2-MSG-003|INB2-TG-003|INB2-TG-004","2026-07-10"
"whatsapp_user_session.private_jid::media.video_note.send","whatsapp_user_session.private_jid","MEDIA-VIDEO-NOTE-OUT","media.video_note.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001|LIM-SPECIAL-MEDIA-001","Provider-native support and fallback are separate per surface.","INB2-DMX-002|INB2-MSG-003|INB2-WA-001","2026-07-10"
"whatsapp_user_session.group_jid::media.video_note.send","whatsapp_user_session.group_jid","MEDIA-VIDEO-NOTE-OUT","media.video_note.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001|LIM-SPECIAL-MEDIA-001","Provider-native support and fallback are separate per surface.","INB2-DMX-002|INB2-MSG-003|INB2-WA-001","2026-07-10"
"max_user_session.private_peer::media.video_note.send","max_user_session.private_peer","MEDIA-VIDEO-NOTE-OUT","media.video_note.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-MAX-OUTBOUND-MEDIA-001|LIM-PROVIDER-LEGAL-001|LIM-SPECIAL-MEDIA-001","Provider-native support and fallback are separate per surface.","INB2-DMX-002|INB2-MAX-001|INB2-MSG-003","2026-07-10"
"max_user_session.group::media.video_note.send","max_user_session.group","MEDIA-VIDEO-NOTE-OUT","media.video_note.send","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-MAX-OUTBOUND-MEDIA-001|LIM-PROVIDER-LEGAL-001|LIM-SPECIAL-MEDIA-001","Provider-native support and fallback are separate per surface.","INB2-DMX-002|INB2-MAX-001|INB2-MSG-003","2026-07-10"
"telegram_user_session.private_peer::media.location.receive","telegram_user_session.private_peer","MEDIA-LOCATION-IN","media.location.receive","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","RIK MAX gap is payload/adapter discovery; it does not prove provider unsupported.","INB2-DMX-002|INB2-MSG-003|INB2-TG-002|INB2-TG-004","2026-07-10"
